collision_type,long,lat,neighbourhood,num_of_collisions
Property Damage,-79.3138148197471,43.7646212784935,Wexford/Maryvale (119),1973
Property Damage,-79.4170983224052,43.7750309858932,Willowdale West (37),553
Property Damage,-79.5255051643545,43.6471976213596,Etobicoke City Centre (159),1458
Property Damage,-79.3114923106251,43.7546256274188,Wexford/Maryvale (119),1973
Personal Injury,-79.2475471331392,43.7195325781435,Cliffcrest (123),715
Personal Injury,-79.2514950441435,43.7721358860622,Bendale-Glen Andrew (156),829
Property Damage,-79.4233679554454,43.7838822922265,Newtonbrook West (36),828
Fail to Remain,-79.3907926370796,43.6491251822183,Wellington Place (164),1146
Fail to Remain,-79.4997459714943,43.7665661608191,York University Heights (27),1707
Fail to Remain,-79.4296635559577,43.69682184388,Humewood-Cedarvale (106),410
Property Damage,-79.5163001204338,43.6582980112898,Edenbridge-Humber Valley (9),526
Fail to Remain,-79.4258437620528,43.6456885004361,Little Portugal (84),624
Fail to Remain,-79.4907158665998,43.6367356871493,Stonegate-Queensway (16),1188
Property Damage,-79.4376562785733,43.6899499523762,Oakwood Village (107),767
Property Damage,-79.324748630068,43.6793013224115,Greenwood-Coxwell (65),604
Property Damage,-79.2596053787644,43.7191175253837,Kennedy Park (124),679
Fail to Remain,-79.4256558085505,43.6619787413368,Dovercourt Village (172),539
Fail to Remain,-79.5477332842956,43.6074594660242,Alderwood (20),574
Personal Injury,-79.4406688459313,43.7278223261216,Englemount-Lawrence (32),606
Property Damage,-79.5642889928216,43.6936600355772,Kingsview Village-The Westway (6),462
Property Damage,-79.3598318936456,43.6780375630559,Playter Estates-Danforth (67),271
Fail to Remain,-79.2927862375945,43.7405422012131,Wexford/Maryvale (119),1973
Property Damage,-79.5701499065271,43.7512846199831,Humber Summit (21),944
Fail to Remain,-79.4260976943319,43.6630095209389,Dovercourt Village (172),539
Fail to Remain,-79.5498891269555,43.7080236587169,Kingsview Village-The Westway (6),462
Property Damage,-79.2990096870252,43.710182804833,O'Connor-Parkview (54),578
Fail to Remain,-79.2895873988474,43.7591239870484,Wexford/Maryvale (119),1973
Fail to Remain,-79.3246119225713,43.7121459767016,Flemingdon Park (44),463
Fatal,-79.3758959489876,43.6604331970742,Moss Park (73),1186
Personal Injury,-79.424556752629,43.7584910026921,Lansing-Westgate (38),611
Property Damage,-79.368617016772,43.6563138924727,Moss Park (73),1186
Fail to Remain,-79.4585611911247,43.7069847429094,Yorkdale-Glen Park (31),1207
Property Damage,-79.4859669236999,43.719333272983,Maple Leaf (29),334
Personal Injury,-79.2971593810426,43.7841069328402,Tam O'Shanter-Sullivan (118),841
Fail to Remain,-79.3034045476303,43.7467357755926,Wexford/Maryvale (119),1973
Property Damage,-79.5230393370225,43.6963372368774,Humber Heights-Westmount (8),407
Fail to Remain,-79.4905245084678,43.6641121588253,Runnymede-Bloor West Village (89),443
Property Damage,-79.5267202025279,43.6664987528831,Edenbridge-Humber Valley (9),526
Property Damage,-79.4862595268106,43.7023581446551,Brookhaven-Amesbury (30),711
Fail to Remain,-79.5836405949468,43.7389676245198,Mount Olive-Silverstone-Jamestown (2),734
Property Damage,-79.4437587254571,43.6915665221445,Oakwood Village (107),767
Property Damage,-79.2750539436796,43.7955873542616,Agincourt South-Malvern West (128),1101
Fail to Remain,-79.3426674874033,43.6906135351494,Old East York (58),670
Personal Injury,-79.2334189929048,43.7903493644262,Malvern East (146),847
Personal Injury,-79.3143626805963,43.712782371842,O'Connor-Parkview (54),578
Property Damage,-79.2800848485841,43.7580079558612,Dorset Park (126),1208
Personal Injury,-79.2296887475071,43.7911496075078,Malvern East (146),847
Fail to Remain,-79.3373859091035,43.688244651271,Danforth East York (59),637
Fail to Remain,-79.409572821601,43.6460745098608,West Queen West (162),577
Property Damage,-79.4704020523496,43.6985619060636,Beechborough-Greenbrook (112),415
Property Damage,-79.2602623620387,43.8109731574337,Agincourt North (129),790
Fail to Remain,-79.2812036190629,43.6739505207481,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.5978975307705,43.7347065996013,West Humber-Clairville (1),2728
Fail to Remain,-79.2959166597913,43.7451114429593,Wexford/Maryvale (119),1973
Fail to Remain,-79.5622400004403,43.6198256182715,Etobicoke City Centre (159),1458
Property Damage,-79.4555537402583,43.7067181930152,Yorkdale-Glen Park (31),1207
Fail to Remain,-79.2997818129887,43.7313370671019,Wexford/Maryvale (119),1973
Property Damage,-79.4817565137169,43.6499271901016,Runnymede-Bloor West Village (89),443
Property Damage,-79.2248509576913,43.8329683824896,Morningside Heights (144),1211
Fail to Remain,-79.405224693704,43.6569731001697,Kensington-Chinatown (78),1099
Fail to Remain,-79.3083147607336,43.685875996496,East End-Danforth (62),896
Property Damage,-79.3064521206505,43.7299936621668,Victoria Village (43),558
Property Damage,-79.4453273419174,43.6808634489936,Corso Italia-Davenport (92),616
Personal Injury,-79.2876886174557,43.7133130407502,Clairlea-Birchmount (120),1510
Property Damage,-79.3667565387805,43.7444464705331,Banbury-Don Mills (42),1218
Fail to Remain,-79.5231276086125,43.6217429805263,Etobicoke City Centre (159),1458
Fail to Remain,-79.323893436991,43.6742797198141,Greenwood-Coxwell (65),604
Property Damage,-79.4549468995576,43.6921789745046,Caledonia-Fairbank (109),407
Property Damage,-79.4063989522367,43.6900745133192,Forest Hill South (101),733
Property Damage,-79.3830036453652,43.6728426875597,Rosedale-Moore Park (98),1190
Property Damage,-79.4018423429303,43.657646662155,University (79),592
Property Damage,-79.4905214289267,43.6069681656033,Mimico-Queensway (160),760
Personal Injury,-79.4908796459155,43.7591846464459,York University Heights (27),1707
Fail to Remain,-79.3109354511055,43.7453982579109,Wexford/Maryvale (119),1973
Personal Injury,-79.3480858054375,43.6804253664596,Playter Estates-Danforth (67),271
Property Damage,-79.3626982266103,43.6574465171057,Regent Park (72),406
Property Damage,-79.492460472124293,43.6587465636841,Lambton Baby Point (114),127
Property Damage,-79.2738842055463,43.7132049274687,Clairlea-Birchmount (120),1510
Personal Injury,-79.3914972727584,43.7081282794901,North Toronto (173),235
Fail to Remain,-79.4454008762051,43.6926726113154,Oakwood Village (107),767
Property Damage,-79.4900589897746,43.649189478322,Lambton Baby Point (114),127
Personal Injury,-79.2775059262102,43.7036650363306,Clairlea-Birchmount (120),1510
Fail to Remain,-79.3384886778867,43.6938536011128,Old East York (58),670
Fail to Remain,-79.3960919233853,43.7263890354939,Lawrence Park North (105),546
Property Damage,-79.300696387537,43.6745609583574,The Beaches (63),1156
Fail to Remain,-79.4672407554559,43.6539746675397,High Park North (88),542
Personal Injury,-79.3141651434897,43.6786903613802,Woodbine Corridor (64),471
Personal Injury,-79.4014995108726,43.6445839867166,Wellington Place (164),1146
Fail to Remain,-79.3630086607753,43.65219339862,Moss Park (73),1186
Fail to Remain,-79.2499357801552,43.7153401379543,Cliffcrest (123),715
Property Damage,-79.4468908550906,43.7418828129252,Clanton Park (33),740
Property Damage,-79.1380176265242,43.7874156346984,West Rouge (143),731
Personal Injury,-79.438594602763,43.6789400582817,Corso Italia-Davenport (92),616
Fail to Remain,-79.3837888564955,43.74608802144,Bridle Path-Sunnybrook-York Mills (41),631
Fail to Remain,-79.3099404877054,43.804030304599,East L'Amoreaux (148),487
Fail to Remain,-79.4970126416532,43.771165215485,York University Heights (27),1707
Fail to Remain,-79.18546599714,43.8100187117819,Morningside Heights (144),1211
Property Damage,-79.5987157587186,43.7548747871823,Mount Olive-Silverstone-Jamestown (2),734
Property Damage,-79.5286452371027,43.5964741704581,Long Branch (19),400
Property Damage,-79.5222373454888,43.5933315558237,Long Branch (19),400
Fail to Remain,-79.3974700981056,43.6828934858602,Yonge-St.Clair (97),423
Property Damage,-79.3603779716248,43.8095041530466,Hillcrest Village (48),676
Property Damage,-79.278675268196,43.6809057834933,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.2669657248797,43.8239990296855,Milliken (130),1425
Property Damage,-79.235769964884,43.7681042779574,Woburn North (142),977
Property Damage,-79.563832672466,43.6477709524964,Islington (158),782
Fail to Remain,-79.3397457638407,43.6808492059043,Danforth (66),381
Personal Injury,-79.4431039113061,43.6934690589293,Oakwood Village (107),767
Personal Injury,-79.433460106737,43.7274740025928,Englemount-Lawrence (32),606
Personal Injury,-79.3913807666852,43.6685235089998,Bay-Cloverhill (169),492
Personal Injury,-79.490783537397,43.6802369278459,Rockcliffe-Smythe (111),825
Property Damage,-79.149047012337,43.7834587753677,Centennial Scarborough (133),381
Property Damage,-79.4862975768582,43.6862882075436,Mount Dennis (115),437
Property Damage,-79.5009627649312,43.7536497285271,York University Heights (27),1707
Property Damage,-79.4301692501805,43.7209361763867,Englemount-Lawrence (32),606
Property Damage,-79.4115002157991,43.7989635356112,Newtonbrook East (50),719
Fail to Remain,-79.2424722915212,43.7725211320277,Woburn North (142),977
Property Damage,-79.4001652586113,43.6834098197227,Casa Loma (96),586
Property Damage,-79.4361224947626,43.7717567193937,Willowdale West (37),553
Property Damage,-79.3584391055665,43.6618391215583,Regent Park (72),406
Property Damage,-79.4095122591902,43.6894311365227,Forest Hill South (101),733
Fail to Remain,-79.4308252217307,43.7597415764591,Lansing-Westgate (38),611
Property Damage,-79.4384121594703,43.6933374339289,Oakwood Village (107),767
Personal Injury,-79.4024159619513,43.6694533841135,Annex (95),1286
Property Damage,-79.4294231779396,43.6790970690019,Wychwood (94),619
Property Damage,-79.5229414994878,43.7385522117401,Glenfield-Jane Heights (25),958
Fail to Remain,-79.1967869240541,43.7997649340631,Morningside Heights (144),1211
Fail to Remain,-79.5989746520166,43.7573344004869,Mount Olive-Silverstone-Jamestown (2),734
Personal Injury,-79.1774908648029,43.7703771858826,West Hill (136),1007
Fail to Remain,-79.4977660116523,43.7504860220095,York University Heights (27),1707
Fail to Remain,-79.2407601642534,43.7900593261074,Agincourt South-Malvern West (128),1101
Fail to Remain,-79.3495333435198,43.6843316188776,Broadview North (57),396
Property Damage,-79.4987327632637,43.6251149892528,Stonegate-Queensway (16),1188
Fail to Remain,-79.2807217139777,43.7293583586519,Clairlea-Birchmount (120),1510
Property Damage,-79.2725128738924,43.7499909016336,Dorset Park (126),1208
Property Damage,-79.4848185776567,43.650151085353,Runnymede-Bloor West Village (89),443
Fail to Remain,-79.3976621604469,43.7032869073635,South Eglinton-Davisville (174),418
Fail to Remain,-79.362057013837,43.6499989452282,St Lawrence-East Bayfront-The Islands (166),1257
Property Damage,-79.36900509117,43.6546142868365,Moss Park (73),1186
Property Damage,-79.2478165379739,43.7101780671928,Cliffcrest (123),715
Fail to Remain,-79.3784869220659,43.7370777843794,Bridle Path-Sunnybrook-York Mills (41),631
Property Damage,-79.313145673178,43.6865197170658,Danforth (66),381
Fail to Remain,-79.4081433287092,43.6643376633497,University (79),592
Fail to Remain,-79.2983643168281,43.7145022105648,O'Connor-Parkview (54),578
Property Damage,-79.5773256797915,43.7272801120697,West Humber-Clairville (1),2728
Property Damage,-79.3074160402447,43.6860621628815,East End-Danforth (62),896
Personal Injury,-79.3780454649878,43.7021878171755,Mount Pleasant East (99),786
Personal Injury,-79.4333907107996,43.7348690331057,Bedford Park-Nortown (39),1105
Property Damage,-79.4339442234419,43.6694631945538,Dovercourt Village (172),539
Fail to Remain,-79.4433029943856,43.659895723791,Junction-Wallace Emerson (171),783
Property Damage,-79.3682035633999,43.7535170872067,St.Andrew-Windfields (40),666
Fail to Remain,-79.3935225573828,43.6672588916623,University (79),592
Personal Injury,-79.1396507523262,43.7844205309012,Centennial Scarborough (133),381
Fail to Remain,-79.3822616626476,43.6448103490168,Harbourfront-CityPlace (165),830
Fail to Remain,-79.3455154677986,43.6678768844019,North Riverdale (68),558
Personal Injury,-79.4754389060582,43.6396162094068,High Park-Swansea (87),1261
Personal Injury,-79.4457553222831,43.7924127558532,Westminster-Branson (35),455
Personal Injury,-79.5497810047498,43.6228507375697,Etobicoke City Centre (159),1458
Property Damage,-79.5348464205651,43.659830875853,Princess-Rosethorn (10),363
Property Damage,-79.4263144943635,43.6485193140815,Little Portugal (84),624
Fail to Remain,-79.3363133359251,43.8040795539208,Hillcrest Village (48),676
Fail to Remain,-79.4789542572017,43.6655570001937,Junction Area (90),863
Property Damage,-79.5727348370986,43.6360848307105,Markland Wood (12),282
Property Damage,-79.2352207973367,43.7854265294862,Malvern East (146),847
Fail to Remain,-79.5234409308762,43.7301857188574,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.3162892048935,43.7072722041428,O'Connor-Parkview (54),578
Fail to Remain,-79.4343619761423,43.6466233822887,Little Portugal (84),624
Property Damage,-79.4997004332205,43.6131252793439,Mimico-Queensway (160),760
Property Damage,-79.1539587285439,43.8199465420182,Morningside Heights (144),1211
Personal Injury,-79.3365833060626,43.6690120760465,South Riverdale (70),1798
Property Damage,-79.446094358742,43.7011945635245,Briar Hill-Belgravia (108),442
Property Damage,-79.2650996404368,43.6946235818846,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.5067480614564,43.6202422703036,Mimico-Queensway (160),760
Fail to Remain,-79.3605101630065,43.6564732965527,Moss Park (73),1186
Property Damage,-79.2924917789126,43.8214263323359,Milliken (130),1425
Fail to Remain,-79.4777964405574,43.6547571764335,High Park North (88),542
Property Damage,-79.1828898410255,43.8102316069108,Morningside Heights (144),1211
Fail to Remain,-79.324809924552,43.7963038087688,L'Amoreaux West (147),520
Property Damage,-79.2244523726023,43.7990265913863,Malvern West (145),647
Fail to Remain,-79.6052231955435,43.7313365582132,West Humber-Clairville (1),2728
Personal Injury,-79.3604598045154,43.7520812811724,Banbury-Don Mills (42),1218
Fail to Remain,-79.2660084542487,43.7135152258211,Clairlea-Birchmount (120),1510
Fail to Remain,-79.5488913193439,43.712430255366,Elms-Old Rexdale (5),380
Personal Injury,-79.4152827648157,43.7786740781159,Willowdale West (37),553
Property Damage,-79.5421753504535,43.648238883626,Islington (158),782
Fail to Remain,-79.5199051166539,43.7245958520944,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.5093161453315,43.7104423126572,Pelmo Park-Humberlea (23),548
Property Damage,-79.4895010276212,43.6396835379805,Stonegate-Queensway (16),1188
Property Damage,-79.5703738773173,43.6349997410827,Markland Wood (12),282
Property Damage,-79.2198047672747,43.7954031876611,Malvern East (146),847
Fail to Remain,-79.3321168464055,43.7763863569896,Pleasant View (46),389
Property Damage,-79.3133494363102,43.8181150159552,Steeles (116),638
Property Damage,-79.3622353651406,43.6582470179412,Regent Park (72),406
Fail to Remain,-79.5509861235714,43.7084552986825,Kingsview Village-The Westway (6),462
Property Damage,-79.2915981690363,43.6876733229874,East End-Danforth (62),896
Fail to Remain,-79.4036493287491,43.7080851672905,Yonge-Eglinton (100),609
Fatal,-79.4744477217759,43.7768012373777,York University Heights (27),1707
Fail to Remain,-79.306187183369,43.7439230771685,Wexford/Maryvale (119),1973
Fail to Remain,-79.2584897530668,43.7716977615071,Bendale-Glen Andrew (156),829
Property Damage,-79.3578905005322,43.6605627788238,Regent Park (72),406
Property Damage,-79.383621707061,43.7450995994389,Bridle Path-Sunnybrook-York Mills (41),631
Property Damage,-79.3988534633736,43.7258273925678,Lawrence Park North (105),546
Fail to Remain,-79.5198028154657,43.635879599126,Stonegate-Queensway (16),1188
Property Damage,-79.2623738206474,43.7825569058075,Agincourt South-Malvern West (128),1101
Property Damage,-79.490509152097,43.6999048757429,Brookhaven-Amesbury (30),711
Property Damage,-79.239893243657,43.7576812456711,Woburn North (142),977
Property Damage,-79.3831050198481,43.6792896342918,Rosedale-Moore Park (98),1190
Fail to Remain,-79.4266827646434,43.7007525917259,Humewood-Cedarvale (106),410
Fail to Remain,-79.4366746847188,43.6629609013202,Dovercourt Village (172),539
Property Damage,-79.5308246558048,43.7256760218788,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.3709625529451,43.677035781461,Rosedale-Moore Park (98),1190
Property Damage,-79.4262193377697,43.7371632637453,Bedford Park-Nortown (39),1105
Property Damage,-79.1322719806431,43.7994867873022,West Rouge (143),731
Personal Injury,-79.4128314150741,43.7754983166159,Yonge-Doris (151),412
Fail to Remain,-79.4742427224873,43.6917892112654,Beechborough-Greenbrook (112),415
Personal Injury,-79.340618267898,43.7327274064198,Banbury-Don Mills (42),1218
Property Damage,-79.4891867959525,43.688095782807,Mount Dennis (115),437
Property Damage,-79.5442061931837,43.6142115058756,Alderwood (20),574
Personal Injury,-79.2768879170548,43.827499324204,Milliken (130),1425
Property Damage,-79.1578959575109,43.766315068688,West Hill (136),1007
Personal Injury,-79.4259278216124,43.7581813665401,Lansing-Westgate (38),611
Fail to Remain,-79.2388019534205,43.7195758385373,Cliffcrest (123),715
Property Damage,-79.5073699174776,43.6999290443323,Weston (113),594
Personal Injury,-79.3023556301652,43.8084544362939,East L'Amoreaux (148),487
Fail to Remain,-79.441863230868,43.642094838464,Roncesvalles (86),607
Fail to Remain,-79.381880774985,43.7027948412299,Mount Pleasant East (99),786
Property Damage,-79.3762481210163,43.7993417110516,Bayview Woods-Steeles (49),374
Property Damage,-79.3284125756854,43.6718582204682,Greenwood-Coxwell (65),604
Fail to Remain,-79.4760953363386,43.689912515475,Keelesdale-Eglinton West (110),628
Fail to Remain,-79.3868774976298,43.6492484563681,Wellington Place (164),1146
Fail to Remain,-79.3289942587065,43.6635238439217,Greenwood-Coxwell (65),604
Property Damage,-79.2326420451375,43.7909335863964,Malvern East (146),847
Property Damage,-79.28366089152,43.8266549210032,Milliken (130),1425
Property Damage,-79.517341543227,43.6946070622402,Humber Heights-Westmount (8),407
Personal Injury,-79.512481418249,43.6855065282865,Edenbridge-Humber Valley (9),526
Fail to Remain,-79.2025270865305,43.8145500739532,Morningside Heights (144),1211
Fail to Remain,-79.1945302560312,43.7644194908472,West Hill (136),1007
Property Damage,-79.335320485502,43.6685421961344,South Riverdale (70),1798
Personal Injury,-79.5404808079357,43.718118470981,Pelmo Park-Humberlea (23),548
Property Damage,-79.2755101354417,43.8012139305889,Agincourt North (129),790
Fail to Remain,-79.2324460417305,43.8087194728977,Malvern West (145),647
Fail to Remain,-79.3950925682541,43.7549103756995,St.Andrew-Windfields (40),666
Fail to Remain,-79.3411176679913,43.6846609421862,Danforth East York (59),637
Property Damage,-79.3330169210218,43.7912664644212,Pleasant View (46),389
Fail to Remain,-79.1959916553867,43.7912264250546,Morningside (135),475
Property Damage,-79.1679742260549,43.8041788661968,West Rouge (143),731
Property Damage,-79.3938538164365,43.6647993396495,University (79),592
Fail to Remain,-79.4391495729887,43.6469640619118,Roncesvalles (86),607
Fail to Remain,-79.4137962572832,43.6534158350392,Trinity-Bellwoods (81),868
Property Damage,-79.2820681867206,43.6828684276386,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.390323951572,43.8038561040243,Bayview Woods-Steeles (49),374
Personal Injury,-79.498688849488,43.6903728397032,Mount Dennis (115),437
Personal Injury,-79.4266748015553,43.6412217062037,South Parkdale (85),1062
Property Damage,-79.2221166115062,43.7342092523449,Scarborough Village (139),442
Fail to Remain,-79.429330099041,43.6645864056196,Dovercourt Village (172),539
Fail to Remain,-79.3682047705021,43.6687611314978,Cabbagetown-South St.James Town (71),567
Property Damage,-79.2881615408118,43.6703210825489,The Beaches (63),1156
Fail to Remain,-79.1812491667807,43.8081178004823,Morningside Heights (144),1211
Fail to Remain,-79.3308031656943,43.6844663238956,Danforth (66),381
Property Damage,-79.4966522263526,43.6998778982165,Brookhaven-Amesbury (30),711
Property Damage,-79.2769227891129,43.8191298948256,Milliken (130),1425
Personal Injury,-79.4222164988998,43.7412195839518,Bedford Park-Nortown (39),1105
Property Damage,-79.6022916025173,43.7246086856305,West Humber-Clairville (1),2728
Personal Injury,-79.4070923522427,43.648349642939,Trinity-Bellwoods (81),868
Fatal,-79.4992037341008,43.6655180384398,Lambton Baby Point (114),127
Property Damage,-79.5330437907475,43.7067047903242,Weston (113),594
Property Damage,-79.3407811838539,43.7720269324011,Henry Farm (53),584
Fail to Remain,-79.4390771705182,43.70019309611,Forest Hill North (102),414
Property Damage,-79.2620250003144,43.7391505852667,Eglinton East (138),631
Property Damage,-79.4293182349468,43.6939499454714,Humewood-Cedarvale (106),410
Property Damage,-79.3643734422879,43.6693024922943,Cabbagetown-South St.James Town (71),567
Property Damage,-79.3820088377785,43.6886453058438,Rosedale-Moore Park (98),1190
Property Damage,-79.501819595922,43.7270883145835,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.3596694347451,43.6785553562613,Playter Estates-Danforth (67),271
Property Damage,-79.4884498228144,43.6080481565557,Mimico-Queensway (160),760
Property Damage,-79.4282321644973,43.7758565084937,Willowdale West (37),553
Property Damage,-79.4913629567242,43.7335583211369,Downsview (155),810
Property Damage,-79.522397103783,43.6725361120238,Edenbridge-Humber Valley (9),526
Fail to Remain,-79.417041231873,43.6929868917338,Forest Hill South (101),733
Property Damage,-79.492655837698,43.614974070915,Mimico-Queensway (160),760
Property Damage,-79.3284917794843,43.7235610170599,Flemingdon Park (44),463
Fail to Remain,-79.460305065014,43.6585316918258,High Park North (88),542
Property Damage,-79.1463431954327,43.7863380031272,Centennial Scarborough (133),381
Personal Injury,-79.3312322682272,43.7107466521497,Flemingdon Park (44),463
Property Damage,-79.4187324199061,43.696899148659,Forest Hill South (101),733
Property Damage,-79.4492695901005,43.7796670846419,Westminster-Branson (35),455
Property Damage,-79.3032269502505,43.7671517619732,Wexford/Maryvale (119),1973
Property Damage,-79.2632236057095,43.7581368038715,Bendale-Glen Andrew (156),829
Fatal,-79.3434447325946,43.7371671555958,Banbury-Don Mills (42),1218
Fail to Remain,-79.3764874932122,43.667967198735,North St.James Town (74),308
Fail to Remain,-79.4009478767697,43.7602193629234,Avondale (153),373
Property Damage,-79.5199207358977,43.7088447948885,Pelmo Park-Humberlea (23),548
Fail to Remain,-79.389325772629,43.720558830846,Lawrence Park South (103),695
Fail to Remain,-79.3420144901382,43.7792027119983,Don Valley Village (47),655
Property Damage,-79.4165003695791,43.704998954828,Lawrence Park South (103),695
Personal Injury,-79.4198418661357,43.6997420080996,Forest Hill South (101),733
Property Damage,-79.4308541009756,43.6619851835453,Dovercourt Village (172),539
Fail to Remain,-79.3214404986012,43.6675156551002,Greenwood-Coxwell (65),604
Personal Injury,-79.4038795439524,43.68613877399,Casa Loma (96),586
Fail to Remain,-79.3560185641212,43.7441407878917,Banbury-Don Mills (42),1218
Personal Injury,-79.432431492789,43.6604823068277,Dufferin Grove (83),564
Fail to Remain,-79.4050874157733,43.7462266505802,St.Andrew-Windfields (40),666
Property Damage,-79.3958193028557,43.7683400867323,East Willowdale (152),654
Fail to Remain,-79.3204523215212,43.8205755078102,Steeles (116),638
Fail to Remain,-79.455196075496,43.716149684534,Yorkdale-Glen Park (31),1207
Fail to Remain,-79.220361859382,43.7626018700286,Golfdale-Cedarbrae-Woburn (141),1005
Fail to Remain,-79.323556061411,43.7894791176603,L'Amoreaux West (147),520
Property Damage,-79.3970326301306,43.6584783140953,Kensington-Chinatown (78),1099
Personal Injury,-79.4299755917261,43.720026940888,Bedford Park-Nortown (39),1105
Fail to Remain,-79.5236938506056,43.5966902919802,Long Branch (19),400
Personal Injury,-79.2924414071194,43.7397224390167,Wexford/Maryvale (119),1973
Property Damage,-79.4025142932339,43.6829242270903,Casa Loma (96),586
Property Damage,-79.3742892350319,43.7701305097697,Bayview Village (52),752
Fail to Remain,-79.3935692896561,43.7217002151446,Lawrence Park South (103),695
Property Damage,-79.4282824191817,43.7600955569299,Lansing-Westgate (38),611
Property Damage,-79.403971409149,43.6603383723529,University (79),592
Property Damage,-79.322457213808,43.766335668047,Fenside-Parkwoods (150),487
Property Damage,-79.5424193858345,43.6503250288223,Islington (158),782
Fail to Remain,-79.5159262252555,43.6908461930691,Humber Heights-Westmount (8),407
Fail to Remain,-79.3001217664229,43.7378547243268,Wexford/Maryvale (119),1973
Property Damage,-79.4896229693059,43.6374842081819,Stonegate-Queensway (16),1188
Personal Injury,-79.4307369224167,43.6806459676422,Wychwood (94),619
Property Damage,-79.4073609239142,43.6790084114032,Casa Loma (96),586
Fail to Remain,-79.2241339544766,43.7506027910756,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.4105578035237,43.6978559258947,Forest Hill South (101),733
Fail to Remain,-79.3401501363856,43.7093780745421,Thorncliffe Park (55),527
Property Damage,-79.5049099858723,43.6273604538137,Stonegate-Queensway (16),1188
Fail to Remain,-79.4505599042622,43.6910203703973,Caledonia-Fairbank (109),407
Property Damage,-79.4223226182778,43.6930513449345,Forest Hill South (101),733
Property Damage,-79.3681858929445,43.705701080128,Leaside-Bennington (56),834
Fail to Remain,-79.4232235016256,43.6506001148219,Trinity-Bellwoods (81),868
Fail to Remain,-79.607676016324,43.7503817861944,West Humber-Clairville (1),2728
Property Damage,-79.2771181984029,43.6963166212173,Oakridge (121),479
Property Damage,-79.3044339571126,43.7065832786543,O'Connor-Parkview (54),578
Property Damage,-79.5572475104344,43.6912283063146,Kingsview Village-The Westway (6),462
Property Damage,-79.433337474668,43.6921226384784,Humewood-Cedarvale (106),410
Fail to Remain,-79.2201173538611,43.7703818900863,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.4966928777139,43.7672434364822,York University Heights (27),1707
Property Damage,-79.3134173759222,43.6792562909872,Woodbine Corridor (64),471
Personal Injury,-79.34776998356,43.6564207039015,South Riverdale (70),1798
Fail to Remain,-79.4007602985542,43.6698095811443,Annex (95),1286
Fail to Remain,-79.4876231569817,43.6952147159137,Beechborough-Greenbrook (112),415
Fail to Remain,-79.3226003376254,43.7640563239694,Fenside-Parkwoods (150),487
Personal Injury,-79.4405108195345,43.7214205005863,Englemount-Lawrence (32),606
Personal Injury,-79.5549534031381,43.7240396686488,Elms-Old Rexdale (5),380
Property Damage,-79.2118314734131,43.8051423585007,Malvern East (146),847
Property Damage,-79.5691106641295,43.6592324069172,Eringate-Centennial-West Deane (11),484
Property Damage,-79.2604757877219,43.7033575211499,Birchcliffe-Cliffside (122),944
Property Damage,-79.2493007182827,43.8273072637851,Milliken (130),1425
Property Damage,-79.2304239859976,43.8336021358964,Morningside Heights (144),1211
Fail to Remain,-79.3733717421308,43.7009356907323,Mount Pleasant East (99),786
Property Damage,-79.4864118244688,43.6617095899047,Runnymede-Bloor West Village (89),443
Fail to Remain,-79.5933721106091,43.6721914337943,West Humber-Clairville (1),2728
Fail to Remain,-79.3048786527256,43.6750498114357,The Beaches (63),1156
Property Damage,-79.1691495686005,43.7772279406563,West Hill (136),1007
Property Damage,-79.5558298370704,43.7060767893999,Kingsview Village-The Westway (6),462
Fail to Remain,-79.5032019496991,43.6491984572996,Kingsway South (15),389
Personal Injury,-79.5777128222192,43.6618245416405,Eringate-Centennial-West Deane (11),484
Property Damage,-79.5400844750119,43.6361034547189,Islington (158),782
Property Damage,-79.3871521162241,43.671116209077,Annex (95),1286
Property Damage,-79.4745743746998,43.6864014211418,Keelesdale-Eglinton West (110),628
Personal Injury,-79.4329610380621,43.6637810377218,Dovercourt Village (172),539
Property Damage,-79.4363537591509,43.6518072202079,Dufferin Grove (83),564
Personal Injury,-79.4251781889802,43.7708544053816,Willowdale West (37),553
Fail to Remain,-79.6194949002083,43.7331855111985,West Humber-Clairville (1),2728
Property Damage,-79.431321589554,43.7078695584162,Englemount-Lawrence (32),606
Fail to Remain,-79.3130212277158,43.7514919975467,Parkwoods-O'Connor Hills (149),450
Property Damage,-79.4004392441125,43.7163679775642,Lawrence Park South (103),695
Personal Injury,-79.5684304633188,43.6757066651642,Willowridge-Martingrove-Richview (7),579
Personal Injury,-79.2873335437382,43.7015368109745,Clairlea-Birchmount (120),1510
Personal Injury,-79.3647697563659,43.6604417119691,Regent Park (72),406
Fail to Remain,-79.526414873531,43.746731961742,Glenfield-Jane Heights (25),958
Fail to Remain,-79.286664009447,43.7798742910126,Agincourt South-Malvern West (128),1101
